type;source_sentence;target_sentence;generated_text;score
1;W turnieju dziewcząt do 14 lat mistrzynią Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), wychowanka trenera M. Swadźby, od roku grająca w Kędzierzynie.;W turnieju dziewcząt do 14 lat osobą mistrzowską Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), osoba wychowańcza osoby trenerskiej M. Swadźby, od roku grająca w Kędzierzynie.;W turnieju dziewcząt do 14 lat mistrzynią Raciborza została Sabina Warta KKT Kędzierzyn Koźle (27 miejsce na liście PZT), osoba wychowankowska osoby trenerskiej M. Swadźby, od roku grająca w Kędzierzynie.;1
1;Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że rolnicy na skutek tej operacji nie zostaną pokrzywdzeni finansowo?;Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że osoby rolnicze na skutek tej operacji nie zostaną pokrzywdzone finansowo?;Chciałbym zapytać, czy przewiduje pan - i da pan tu gwarancje - że osoby rolnicze na skutek tej operacji nie zostaną pokrzywdzone finansowo?;1
0;Podczas gdy niektóre uniwersalne gatunki przystosowały się do różnorodnych warunków środowiskowych, inne gatunki wyspecjalizowały się do życia w pewnych habitatach i do odżywiania się szczególnym rodzajem pokarmu.;Podczas gdy niektóre uniwersalne gatunki przystosowały się do różnorodnych warunków środowiskowych, inne gatunki wyspecjalizowały się do życia w pewnych habitatach i do odżywiania się szczególnym rodzajem pokarmu.;Podczas gdy niektóre uniwersalne gatunki przystosowały się do różnorodnych warunków środowiskowych, inne gatunki wyspecjalizowały się do życia w pewnych habitatach i do odżywiania się szczególnym rodzajem pokarmu.;1
0;Sejmik wybiera organ wykonawczy województwa, którym jest zarząd województwa.;Sejmik wybiera organ wykonawczy województwa, którym jest zarząd województwa.;Sejmik wybiera organ wykonawczy województwa, którym jest zarząd województwa.;1
0;Zbiorniki na gaz na terenie dawnej Gazowni Warszawskiej ok.;Zbiorniki na gaz na terenie dawnej Gazowni Warszawskiej ok.;Zbiorniki na gaz na terenie dawnej Gazowni Warszawskiej ok.;1
0;Jest trwały w temperaturze do 573 °C. Odmiana α występuje w zwykłych warunkach.;Jest trwały w temperaturze do 573 °C. Odmiana α występuje w zwykłych warunkach.;Jest trwały w temperaturze do 573 °C. Odmiana α występuje w zwykłych warunkach.;1
1;Pracuje jako pediatra, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi.;Pracuje jako osoba zajmująca się pediatrią, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi.;Pracuje jako osoba pediatra, więc czasu na pielenie grządek ma tyle, ile snu odmówi sobie bladym świtem: - Jadę na działkę rano, przed pracą, traktuję to jak poranną gimnastykę... - mówi.;1
1;Zaś jako nekromanta z powołania, w imieniu tychże (nekromantów, nie slayerów) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury.;Zaś jako osoba nekromancka z powołania, w imieniu tychże (osób nekromanckich, nie osób slayerskich) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury.;Zaś jako nekromanta z powołania, w imieniu tychże (nekromantów, nie slayerów) wypowiem się iż śmierć to nie postać, lecz polepszenie koniunktury.;0
1;Aby szybko rozpoznać żołnierzy desantu, należy zawczasu ustalić znaki rozpoznawcze.;Aby szybko rozpoznać osoby żołnierskie desantu, należy zawczasu ustalić znaki rozpoznawcze.;Aby szybko rozpoznać osoby żołnierskie desantu, należy zawczasu ustalić znaki rozpoznawcze.;1
1;Dzień później trener Bogdan Pamuła zabrał swoich podopiecznych, tym razem pod sztandarem juniorskim, na mecz do Przemyśla.;Dzień później osoba trenerska Bogdan Pamuła zabrała swoje osoby podopieczne, tym razem pod sztandarem juniorskim, na mecz do Przemyśla.;Dzień później osoba trenerska Bogdan Pamuła zabrała swoich podopiecznych, tym razem pod sztandarem juniorskim, na mecz do Przemyśla.;1
0;We wczesnym dewonie pojawiły się pierwsze lądowe owady (skoczogonki, na przykład Rhyniella), wije i pajęczaki (między innymi roztocze i zaleszczotki).;We wczesnym dewonie pojawiły się pierwsze lądowe owady (skoczogonki, na przykład Rhyniella), wije i pajęczaki (między innymi roztocze i zaleszczotki).;We wczesnym dewonie pojawiły się pierwsze lądowe owady (skoczogonki, na przykład Rhyniella), wije i pajęczaki (między innymi roztocze i zaleszczotki).;1
1;Minister spraw zagranicznych Heinrich von Brentano po krótkiej wymianie zdań zaprosił Stommę do swego domu.;Osoba ministerska spraw zagranicznych Heinrich von Brentano po krótkiej wymianie zdań zaprosiła Stommę do swego domu.;Osoba ministerska spraw zagranicznych Heinrich von Brentano po krótkiej wymianie zdań zaprosiła Stommę do swego domu.;1
0;Jednak przekonanie o istnieniu Terra Australis – rozległego kontynentu na dalekim południu kuli ziemskiej dla „zrównoważenia” północnych kontynentów Europy, Azji i Afryki Północnej, istniało od czasów starożytnych.;Jednak przekonanie o istnieniu Terra Australis – rozległego kontynentu na dalekim południu kuli ziemskiej dla „zrównoważenia” północnych kontynentów Europy, Azji i Afryki Północnej, istniało od czasów starożytnych.;Jednak przekonanie o istnieniu Terra Australis – rozległego kontynentu na dalekim południu kuli ziemskiej dla „zrównoważenia” północnych kontynentów Europy, Azji i Afryki Północnej, istniało od czasów starożytnych.;1
0;W 2005 r. 206 000 książek było wydanych w Wielkiej Brytanii, a w roku 2006 był to największy wydawca książek na świecie.;W 2005 r. 206 000 książek było wydanych w Wielkiej Brytanii, a w roku 2006 był to największy wydawca książek na świecie.;W 2005 r. 206 000 książek było wydanych w Wielkiej Brytanii, a w roku 2006 był to największy wydawca książek na świecie.;1
0;Zwierzęta połykają kamienie, wspomagając przez to trawienie i rozdrabnianie pokarmu w żołądku, w tym także twardych włókien roślinnych.;Zwierzęta połykają kamienie, wspomagając przez to trawienie i rozdrabnianie pokarmu w żołądku, w tym także twardych włókien roślinnych.;Zwierzęta połykają kamienie, wspomagając przez to trawienie i rozdrabnianie pokarmu w żołądku, w tym także twardych włókien roślinnych.;1
0;Era kenozoiczna bywa czasem określana mianem ery ssaków, owadów lub ery roślin kwiatowych, bowiem te grupy przeszły w niej intensywny rozwój ewolucyjny.;Era kenozoiczna bywa czasem określana mianem ery ssaków, owadów lub ery roślin kwiatowych, bowiem te grupy przeszły w niej intensywny rozwój ewolucyjny.;Era kenozoiczna bywa czasem określana mianem ery ssaków, owadów lub ery roślin kwiatowych, bowiem te grupy przeszły w niej intensywny rozwój ewolucyjny.;1
0;— No, to nic.;— No, to nic.;— No, to nic.;1
1;Detektyw precyzyjnym sztychem przeszył jego prawe ramię.;Osoba detektywistyczna precyzyjnym sztychem przeszyła jego prawe ramię.;Osoba detektywistyczna precyzyjnym sztychem przeszyła jego prawe ramię.;1
0;— No, i cóż to tak wielkiego! — rzekła, trochę śmiejąc się, a trochę popłakując.;— No, i cóż to tak wielkiego! — rzekła, trochę śmiejąc się, a trochę popłakując.;— No, i cóż to tak wielkiego! — rzekła, trochę śmiejąc się, a trochę popłakując.;1
1;Skąd parlamentarzysta Platformy Obywatelskiej Jarosław Wałęsa (30 l.) ma kilkaset tysięcy dolarów w obligacjach?;Skąd osoba parlamentarystyczna Platformy Obywatelskiej Jarosław Wałęsa (30 l.) ma kilkaset tysięcy dolarów w obligacjach?;Skąd osoba parlamentarzystowska Platformy Obywatelskiej Jarosław Wałęsa (30 l.) ma kilkaset tysięcy dolarów w obligacjach?;1
0;Jest ono charakterystyczne także dla ptaków nowoczesnych.;Jest ono charakterystyczne także dla ptaków nowoczesnych.;Jest ono charakterystyczne także dla ptaków nowoczesnych.;1
1;Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, sędzia penitencjarny przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.;Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, penitencjarna osoba sędziowska przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.;Więc po np. 15 latach, rozpatrując prośbę o przedterminowe warunkowe zwolnienie bezwzględnego charakteropaty, osoba sędziowska penitencjarna przegląda zakurzone akta, które niewiele mówią, a w każdym razie nie zawierają ładunku grozy i społecznych emocji towarzyszących przed laty przestępstwu i... puszcza człowieka.;1
0;Sieć rzeczna Włoch jest gęsta, zwłaszcza w części północnej, odwadnianej przez Pad – najdłuższą rzekę Włoch (652 km).;Sieć rzeczna Włoch jest gęsta, zwłaszcza w części północnej, odwadnianej przez Pad – najdłuższą rzekę Włoch (652 km).;Sieć rzeczna Włoch jest gęsta, zwłaszcza w części północnej, odwadnianej przez Pad – najdłuższą rzekę Włoch (652 km).;1
1;Stwierdzono, że stosunkowo wysokie zarobki mają pielęgniarki bloku operacyjnego.;Stwierdzono, że stosunkowo wysokie zarobki mają osoby pielęgniarskie bloku operacyjnego.;Stwierdzono, że stosunkowo wysokie zarobki mają osoby pielęgniarskie bloku operacyjnego.;1
0;Nowa architektura na Temple Meads.;Nowa architektura na Temple Meads.;Nowa architektura na Temple Meads.;1
0;Media regularnie donoszą o nowych odkryciach.;Media regularnie donoszą o nowych odkryciach.;Media regularnie donoszą o nowych odkryciach.;1
1;Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej aktorzy zapomnieli, co było przyczyną.;Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej osoby aktorskie zapomniały, co było przyczyną.;Tam gdzie w grę wchodzą emocje, kłótnia toczy się nawet wtedy, gdy jej osoby aktorskie zapomniły, co było przyczyną.;1
1;Brak stabilnego związku przyczynia się do zmiany partnerów.;Brak stabilnego związku przyczynia się do zmiany osób partnerskich.;Brak stabilnego związku przyczynia się do zmiany osób partnerskich.;1
1;- Witam mojego kochanego autora!;- Witam moją kochaną osobę autorską!;- Witam moją kochaną osobę autorską!;1
1;- Aha - łączniczka.;- Aha - osoba łącznicza.;- Aha - łączniczka.;0
0;Istnieje prosta zależność pomiędzy współczynnikiem odbicia i załamania światła.;Istnieje prosta zależność pomiędzy współczynnikiem odbicia i załamania światła.;Istnieje prosta zależność pomiędzy współczynnikiem odbicia i załamania światła.;1
1;Wiceminister spraw zagranicznych M, Dobrusielski przyjął 1 bm. przedstawicieli Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.;Osoba wiceministerska spraw zagranicznych M, Dobrusielski przyjęła 1 bm. osoby przedstawicielskie Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.;Osoba wiceministerska spraw zagranicznych M, Dobrusielski przyjął 1 bm. przedstawicieli Polskiej Rady Ekumenicznej w osobach: ks. bp. Janusz Narzyński, prof. dr Waldemar Gastpary i red. Andrzej Wójtowicz.;1
1;"Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letniego miejscowego biznesmena za to, że przekazał 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich dysydentów w USA.";"Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letnią miejscową osobę biznesmeńską za to, że przekazała 30 tys. adresów internetowemu biuletynowi,  ""VIP Reference""  prowadzonemu przez grupę chińskich osób dysydenckich w USA.";"Wczoraj sąd w Szanghaju wydał taki właśnie wyrok na Lin Haia, 30-letnią miejscową osobę biznesmeńską za to, że przekazał 30 tys. adresów internetowemu biuletynowi, ""VIP Reference"" prowadzonemu przez grupę chińskich osób dysydenckich w USA.";1
1;Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu marynarza.;Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu osoby marynarskiej.;Sąd nie uwzględnił również wniosku prokuratury o tymczasowym aresztowaniu osoby marynarskiej.;1
1;Rzecznik Nafty Polskiej Krzysztof Nering poinformował PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.;Osoba rzecznicza Nafty Polskiej Krzysztof Nering poinformował PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.;Osoba rzecznicza Nafty Polskiej Krzysztof Nering poinformowała PG, że zarząd Nafty może podjąć decyzję o podpisaniu umowy z Roth Energy już we wtorek lub środę.;1
0;Najrzadszym typem skamieniałości są skamieniałości kompletne, do których zalicza się organizmy z zachowanymi również tkankami miękkimi, czasami w stanie niemal niezmienionym, dzięki szczególnemu zbiegowi okoliczności (zamrożenie, zakonserwowanie np. w asfalcie, mumifikacja itp.).;Najrzadszym typem skamieniałości są skamieniałości kompletne, do których zalicza się organizmy z zachowanymi również tkankami miękkimi, czasami w stanie niemal niezmienionym, dzięki szczególnemu zbiegowi okoliczności (zamrożenie, zakonserwowanie np. w asfalcie, mumifikacja itp.).;Najrzadszym typem skamieniałości są skamieniałości kompletne, do których zalicza się organizmy z zachowanymi również tkankami miękkimi, czasami w stanie niemal niezmienionym, dzięki szczególnemu zbiegowi okoliczności (zamrożenie, zakonserwowanie np. w asfalcie, mumifikacja itp.).;1
0;Rośliny nagonasienne, zwłaszcza zaś iglaste, stanowiące potencjalne źródło pożywienia, uległy w późnym triasie radiacji.;Rośliny nagonasienne, zwłaszcza zaś iglaste, stanowiące potencjalne źródło pożywienia, uległy w późnym triasie radiacji.;Rośliny nagonasienne, zwłaszcza zaś iglaste, stanowiące potencjalne źródło pożywienia, uległy w późnym triasie radiacji.;1
1;Gdyby po kwadransie, po wywieszeniu pierwszego obraźliwego transparentu sędzia kazał ogłosić, że za chwilę przerwie mecz, jestem pewien, że nie doszłoby do palenia szalików, rzucania niebezpiecznych przedmiotów na murawę i nie trzeba byłoby zamykać stadionu.;Gdyby po kwadransie, po wywieszeniu pierwszego obraźliwego transparentu osoba sędziowska kazała ogłosić, że za chwilę przerwie mecz, jestem pewien, że nie doszłoby do palenia szalików, rzucania niebezpiecznych przedmiotów na murawę i nie trzeba byłoby zamykać stadionu.;Gdyby po kwadransie, po wywieszeniu pierwszego obraźliwego transparentu osoba sędziowska kazała ogłosić, że za chwilę przerwie mecz, jestem pewien, że nie doszłoby do palenia szalików, rzucania niebezpiecznych przedmiotów na murawę i nie trzeba byłoby zamykać stadionu.;1
0;Stęskniła się bez nas, co?;Stęskniła się bez nas, co?;Stęskniła się bez nas, co?;1
1;Utalentowana artystka zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami.;Utalentowana osoba artystyczna zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami.;Utalentowana osoba artystyczna zachwyciła wszystkich, choć znalazł się mężczyzna, który niecelnie rzucał w nią jajkami.;1
1;W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt saperów, łącznościowców oraz żołnierzy badających skażenie chemiczne.;W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt osób saperskich, łącznościowych oraz żołnierskich badających skażenie chemiczne.;W kieleckim parku miejskim przez cały dzień można było zobaczyć wojsko od kuchni: wejść do specjalistycznych wojskowych pojazdów (a także policyjnych i strażackich), obejrzeć sprzęt saperów, łącznościowców oraz osób żołnierskich badających skażenie chemiczne.;0
1;Szefa UOP nie będzie kontrolował minister lub premier - jego pozycja będzie mocniejsza niż ich.;Osoby szefowską UOP nie będzie kontrolowała osoba ministerska lub premierska - jej pozycja będzie mocniejsza niż ich.;Osoba szefa UOP nie będzie kontrolowała osoba ministerska lub premierska - jej pozycja będzie mocniejsza niż ich.;1
1;Dwóch rannych żołnierzy jest w stanie krytycznym.;Dwie ranne osoby żołnierskie są w stanie krytycznym.;Dwóch rannych osób żołnierskich jest w stanie krytycznym.;1
0;Felek szturchnął mnie w żebro.;Felek szturchnął mnie w żebro.;Felek szturchnął mnie w żebro.;1
1;Imprezę otworzyła gospodarz obiektu „Beskid Brenna” Urszula Maryanek.;Imprezę otworzyła osoba gospodarska obiektu „Beskid Brenna” Urszula Maryanek.;Imprezę otworzyła osoba gospodarska obiektu „Beskid Brenna” Urszula Maryanek.;1
1;Wtedy wyraźnie widać czym inpirował się autor.;Wtedy wyraźnie widać czym inpirowała się osoba autorska.;Wtedy wyraźnie widać czym inpirowała się osoba autorska.;1
1;Do gabinetu Ryszarda Kalisza, pełniącego obowiązki szefa Kancelarii Prezydenta RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.;Do gabinetu Ryszarda Kalisza, pełniącego obowiązki osoby szzefowskiej Kancelarii Osoby Prezydenckiej RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.;Do gabinetu Ryszarda Kalisza, pełniącego obowiązki osoby szefowskiej Kancelarii Osoby Prezydenckiej RP, próbowała wtargnąć kobieta uzbrojona w dwa noże.;1
1;Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłych drwali.;Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłe osoby drwalskie.;Mimo to nadal na rybnickich ulicach prace prowadzą firmy, które nie zatrudniają osób z wykształceniem ogrodniczym, tylko zwykłych drwali.;0
1;"Co trzeci badany przez Demoskop sądzi, że policjanci, którzy kiedyś byli milicjantami,  ""wolą obecną służbę"" , jednak co piąty uważa, że  ""tęsknią do niej"" .";"Co trzecia osoba badana przez Demoskop sądzi, że osoby policjanckie, które kiedyś były osobami milicjanckimi,  ""wolą obecną służbę"" , jednak co piąta uważa, że  ""tęsknią do niej"" .";"Co trzeci badany przez Demoskop sądzi, że osoby policjanckie, które kiedyś były osobami milicjanckimi, ""wolą obecną służbę"" , jednak co piąta uważa, że ""tęsknią do niej"" .";1
1;Dzięki swojej wiedzy rzeczoznawca może określić wartość pojazdu, koszty jego eksploatacji, autentyczność przebiegu i stan techniczny;Dzięki swojej wiedzy osoba rzeczoznawcza może określić wartość pojazdu, koszty jego eksploatacji, autentyczność przebiegu i stan techniczny;Dzięki swojej wiedzy osoba rzeczoznawcza może określić wartość pojazdu, koszty jego eksploatacji, autentyczność przebiegu i stan techniczny;1
1;Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 wiceburmistrz gminy Ćmielów, 1999-2000 - dyrektor Domu Kultury w Ćmielowie, od stycznia 2003 roku dyrektor Biura Wystaw Artystycznych w Ostrowcu.;Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 osoba wiceburmistrzowska gminy Ćmielów, 1999-2000 - osoba dyrektorska Domu Kultury w Ćmielowie, od stycznia 2003 roku osoba dyrektorska Biura Wystaw Artystycznych w Ostrowcu.;Uczył w szkołach podstawowych, średnich i studium, w latach 1990-1994 osoba wiceburmistrzowska gminy Ćmielów, 1999-2000 - osoba dyrektorska Domu Kultury w Ćmielowie, od stycznia 2003 roku osoba dyrektorska Biura Wystaw Artystycznych w Ostrowcu.;1
0;A ty, czy zegar pokazuje, czy nie pokazuje, tylko byś ciągle jadł.;A ty, czy zegar pokazuje, czy nie pokazuje, tylko byś ciągle jadł.;A ty, czy zegar pokazuje, czy nie pokazuje, tylko byś ciągle jadł.;1
0;Dzięki znacznemu postępowi medycyny oraz opieki zdrowotnej szczycą się jednym z najniższych wskaźników śmiertelności niemowląt, który spadł poniżej 5 na 1000 urodzeń żywych (3,29 na 1000 urodzeń, 3,49 dla chłopców i 3,08 dla dziewcząt) oraz najdłuższym – po Szwecji przeciętnym trwaniem życia spośród wszystkich krajów UE.;Dzięki znacznemu postępowi medycyny oraz opieki zdrowotnej szczycą się jednym z najniższych wskaźników śmiertelności niemowląt, który spadł poniżej 5 na 1000 urodzeń żywych (3,29 na 1000 urodzeń, 3,49 dla chłopców i 3,08 dla dziewcząt) oraz najdłuższym – po Szwecji przeciętnym trwaniem życia spośród wszystkich krajów UE.;Dzięki znacznemu postępowi medycyny oraz opieki zdrowotnej szczycą się jednym z najniższych wskaźników śmiertelności niemowląt, który spadł poniżej 5 na 1000 urodzeń żywych (3,29 na 1000 urodzeń, 3,49 dla chłopców i 3,08 dla dziewcząt) oraz najdłuższym – po Szwecji przeciętnym trwaniem życia spośród wszystkich krajów UE.;1
1;Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić prezydenta w trakcie kadencji.;Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić osobę prezydencką w trakcie kadencji.;Ucichły pojawiające się wcześniej zapowiedzi, że nowa parlamentarna większość będzie chciała zmienić osobę prezydencką w trakcie kadencji.;1
0;Bristol jest miastem, na którego historii religia odcisnęła duże piętno.;Bristol jest miastem, na którego historii religia odcisnęła duże piętno.;Bristol jest miastem, na którego historii religia odcisnęła duże piętno.;1
1;Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.;Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.;Stary stenograf najpierw westchnął, a potem rozpostarł ręce, wyciągnął je ku niebu i krzyknął.;1
0;Naczynie podgrzewa się od dołu, górna część naczynia z zarodkami jest chłodniejsza o około 20 °C. Ta różnica temperatur wystarcza by rozpuszczający się na dole kwarc, krystalizował na zalążkach.;Naczynie podgrzewa się od dołu, górna część naczynia z zarodkami jest chłodniejsza o około 20 °C. Ta różnica temperatur wystarcza by rozpuszczający się na dole kwarc, krystalizował na zalążkach.;Naczynie podgrzewa się od dołu, górna część naczynia z zarodkami jest chłodniejsza o około 20 °C. Ta różnica temperatur wystarcza by rozpuszczający się na dole kwarc, krystalizował na zalążkach.;1
0;Wiatr uderzający w wysoką falę wzbija się w górę, tworząc prąd wstępujący.;Wiatr uderzający w wysoką falę wzbija się w górę, tworząc prąd wstępujący.;Wiatr uderzający w wysoką falę wzbija się w górę, tworząc prąd wstępujący.;1
0;Dinozaury są też powszechnie spotykane w reklamie.;Dinozaury są też powszechnie spotykane w reklamie.;Dinozaury są też powszechnie spotykane w reklamie.;1
1;"Daniel Passent obawia się (""T"" nr 35) emigrantów arabskich z ich nietolerancją religijną i radykalizmem.";"Daniel Passent obawia się (""T"" nr 35) osób emigranckich arabskich z ich nietolerancją religijną i radykalizmem.";"Daniel Passent obawia się (""T"" nr 35) osób emigrantskich arabskich z ich nietolerancją religijną i radykalizmem.";1
0;Alpy Japońskie, znajdujące się w środkowej części wyspy, powodują zróżnicowanie klimatu pomiędzy wybrzeżem zachodnim od strony Morza Japońskiego, a wschodnim od strony Pacyfiku.;Alpy Japońskie, znajdujące się w środkowej części wyspy, powodują zróżnicowanie klimatu pomiędzy wybrzeżem zachodnim od strony Morza Japońskiego, a wschodnim od strony Pacyfiku.;Alpy Japońskie, znajdujące się w środkowej części wyspy, powodują zróżnicowanie klimatu pomiędzy wybrzeżem zachodnim od strony Morza Japońskiego, a wschodnim od strony Pacyfiku.;1
0;Pospolity jest odpoczynek w gromadach.;Pospolity jest odpoczynek w gromadach.;Pospolity jest odpoczynek w gromadach.;1
0;Podnieśliśmy zaraz wrzask nie do opisania.;Podnieśliśmy zaraz wrzask nie do opisania.;Podnieśliśmy zaraz wrzask nie do opisania.;1
0;Tak, ale zapewne już dawno?;Tak, ale zapewne już dawno?;Tak, ale zapewne już dawno?;1
0;Eric Steig jako pierwszy w 2009 wykazał, że średnia temperatura powierzchni kontynentu Antarktydy nieznacznie rośnie, w tempie >0,05 °C na dekadę od 1957 do 2006.;Eric Steig jako pierwszy w 2009 wykazał, że średnia temperatura powierzchni kontynentu Antarktydy nieznacznie rośnie, w tempie >0,05 °C na dekadę od 1957 do 2006.;Eric Steig jako pierwszy w 2009 wykazał, że średnia temperatura powierzchni kontynentu Antarktydy nieznacznie rośnie, w tempie >0,05 °C na dekadę od 1957 do 2006.;1
0;W pobliżu miasta znajduje się Katyń.;W pobliżu miasta znajduje się Katyń.;W pobliżu miasta znajduje się Katyń.;1
1;CKM: Swego czasu porównał pan życie jazzmana do życia linoskoczka.;CKM: Swego czasu porównał pan życie osoby jazzmeńskiej do życia osoby linoskockiej.;CKM: Swego czasu porównał pan życie osoby jazzmańskiej do życia linoskoczka.;1
1;Naczelnik nie pomagał przenosić papierosów, ale brał udział w rozliczeniu finansowym.;Osoba naczelnicza nie pomagała przenosić papierosów, ale brała udział w rozliczeniu finansowym.;Osoba Naczelnicza nie pomagała przenosić papierosów, ale brała udział w rozliczeniu finansowym.;1
0;Na stadionie odbywają się również duże koncerty rockowe.;Na stadionie odbywają się również duże koncerty rockowe.;Na stadionie odbywają się również duże koncerty rockowe.;1
1;Że pusto?... no, bo... jak właścicielka często choruje...;Że pusto?... no, bo... jak osoba właścicielska często choruje...;Że pusto?... no, bo... jak osoba właścicielska często choruje...;1
0;Tkanka tego rodzaju nie występuje w organizmie przez cały czas.;Tkanka tego rodzaju nie występuje w organizmie przez cały czas.;Tkanka tego rodzaju nie występuje w organizmie przez cały czas.;1
0;Kominy takie mają dość znaczną trwałość.;Kominy takie mają dość znaczną trwałość.;Kominy takie mają dość znaczną trwałość.;1
1;No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych aktorów udział w gniocie może być krokiem rujnującym przyszłą karierę.;No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych osób aktorskich udział w gniocie może być krokiem rujnującym przyszłą karierę.;No więc cały ten film robi wrażenie rozpaczliwie niskobudżetowego - więc jeśli zapłacono, to niezbyt wiele a o ile Frycz może sobie pozwolić już w zasadzie na wszystko, to w przypadku młodych osób aktorskich udział w gniocie może być krokiem rujnującym przyszłą karierę.;1
0;Wyspy Północna i Południowa są skomunikowane nowoczesnymi połączeniami promowymi.;Wyspy Północna i Południowa są skomunikowane nowoczesnymi połączeniami promowymi.;Wyspy Północna i Południowa są skomunikowane nowoczesnymi połączeniami promowymi.;1
1;Prezydent to zrobił, żeby Krajowa Rada nie była zbyt długo bez szefa.;Osoba prezydencka to zrobiła, żeby Krajowa Rada nie była zbyt długo bez osoby szefowskiej.;Osoba prezydencka to zrobiła, żeby Krajowa Rada nie była zbyt długo bez szefa.;1
0;Drogi europejskie przebiegające przez Polskę.;Drogi europejskie przebiegające przez Polskę.;Drogi europejskie przebiegające przez Polskę.;1
1;- Możliwe, że mężczyźni, którzy zginęli, dostali zlecenie podłożenia ładunku, ale za bardzo się na tym nie znali - mówią policjanci.;- Możliwe, że mężczyźni, którzy zginęli, dostali zlecenie podłożenia ładunku, ale za bardzo się na tym nie znali - mówią osoby policjanckie.;- Możliwe, że mężczyźni, którzy zginęli, dostali zlecenie podłożenia ładunku, ale za bardzo się na tym nie znali - mówią osoby policjanckie.;1
1;W Kancelarii Premiera trwały w czwartek przygotowania do zmiany rządu.;W Kancelarii Osoby Premierskiej trwały w czwartek przygotowania do zmiany rządu.;W Kancelarii Osoby Premerskiej trwały w czwartek przygotowania do zmiany rządu.;1
