,type,source_sentence,target_sentence,generated_text,score,lev
443,1,"Kaczor świadomie, aby zapewnić kumplowi posadę, olał urzędującego premiera, złamał ustawę – powinien odpowiedzieć za to przed Trybunałem Stanu.","Kaczor świadomie, aby zapewnić kumplowi posadę, olał urzędującą osobę premierską, złamał ustawę – powinien odpowiedzieć za to przed Trybunałem Stanu.","Kaczor świadomie, aby zapewnić kumplowi posadę, olał urzędującej osoby premierskiej, złamał ustawę – powinien odpowiedzieć za to przed Trybunałem Stanu.",1,0.039473684210526314
444,1,"Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi klienta.","Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi osoby klienckiej.","Dla firm internetowych sieć to przede wszystkim nowy, wielki rynek handlowy, dzięki któremu towar może bez problemu trafić pod drzwi osoby klienta.",1,0.03333333333333333
446,1,"Bo jak Stary Jadźkę zabije, to nie kto inny, a Komendant będzie miał kłopoty.","Bo jak Stary Jadźkę zabije, to nie kto inny, a Osoba Komendancka będzie miał kłopoty.","Bo jak Stary Jadźkę zabije, to nie kto inny, a osoba komendancka będzie miała kłopoty.",1,0.03488372093023256
449,1,"Zobaczymy czy wystarczy pani minister tupetu, gdy będzie odpowiadała na pytania Rokity.","Zobaczymy czy wystarczy osobie ministerskiej tupetu, gdy będzie odpowiadała na pytania Rokity.","Zobaczymy czy wystarczy osoba ministerska tupetu, gdy będzie odpowiadała na pytania Rokity.",1,0.05319148936170213
452,1,"Wpis na listę selekcjonerów myśliwego, który złożył egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu.","Wpis na listę osób selekcjonerskich osoby myśliwskiej, która złożyła egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu.","Wpis na listę osób selekcjonerskich myśliwego, który złożył egzamin, ale nie ma trzyletniego stażu w PZŁ, następuje po upływie tego okresu.",1,0.08783783783783784
453,1,Czy filozof jest jeszcze potrzebny gdy wiedza wyprzedza filozofię?,Czy osoba zajmująca się filozofią jest jeszcze potrzebna gdy wiedza wyprzedza filozofię?,Czy osoba filozofska jest jeszcze potrzebna gdy wiedza wyprzedza filozofię?,1,0.19318181818181818
454,1,"Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodzili klienci.","Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodziły osoby klienckie.","Straż Miejska już od soboty pilnuje, aby na plac targowy nie wchodzili klienci.",0,0.11494252873563218
455,1,"Tomaszewski zaskakuje piszących o nim dziennikarzy, kiedy zapewnia, że fotografia tak naprawdę go nie interesuje.","Tomaszewski zaskakuje piszące o nim osoby dziennikarskie, kiedy zapewnia, że fotografia tak naprawdę go nie interesuje.","Tomaszewski zaskakuje piszących o nim osób dziennikarskich, kiedy zapewnia, że fotografia tak naprawdę go nie interesuje.",1,0.05785123966942149
456,1,"Dzisiaj mają być one tematem rozmowy  prymasa z o. Edwardem Nocuniem, prowincjałem  redemptorystów i zwierzchnikiem o. Rydzyka.","Dzisiaj mają być one tematem rozmowy  osoby prymasiej z o. Edwardem Nocuniem, osobą prowincjalską  redemptorystów i osobą zwierzchniczą o. Rydzyka.","Dzisiaj mają być one tematem rozmowy prymasa z o. Edwardem Nocuniem, prowincjałem redemptorystów i zwierzchnikiem o. Rydzyka.",0,0.2108843537414966
461,1,"Minister wskazał następnie na osiągnięte wczoraj między rządem Niemiec i rządem ZSRR porozumienie w sprawie obszernego programu ekonomicznego, który przeniesie korzyść obu mocarstwom.","Osoba ministerska wskazała następnie na osiągnięte wczoraj między rządem Niemiec i rządem ZSRR porozumienie w sprawie obszernego programu ekonomicznego, który przeniesie korzyść obu mocarstwom.","Osoba ministerska wskazała następnie na osiągnięte wczoraj między rządem Niemiec i rządem ZSRR porozumienie w sprawie obszernego programu ekonomicznego, który przeniesie korzyść obu mocarstwom.",1,0.0
462,1,"Już w 6 minucie Andrzej Szelągowski wykorzystał kiks obrońcy Victorii i znalazł się w sytuacji sam na sam z Karolem Zaborowskim, lecz na szczęście dla gospodarzy piłka po jego strzale trafiła w słupek.","Już w 6 minucie Andrzej Szelągowski wykorzystał kiks osoby obrończej Victorii i znalazł się w sytuacji sam na sam z Karolem Zaborowskim, lecz na szczęście dla osób gospodarskich piłka po jego strzale trafiła w słupek.","Już w 6 minucie Andrzej Szelągowski wykorzystał kiks osoby obrończej Victorii i znalazł się w sytuacji sam na sam z Karolem Zaborowskim, lecz na szczęście dla osób gospodarskich piłka po jego strzale trafiła w słupek.",1,0.0
464,1,"(kolejne pytanie Zabielskiego-Woynicza, ministra i pasterza).","(kolejne pytanie Zabielskiego-Woynicza, osoby ministerskiej i pasterskiej).","(kolejne pytanie Zabielskiego-Woynicza, osoby ministerskiej i pasterskiej).",1,0.013333333333333334
466,1,Obecnie jest kierownikiem I drużyny seniorów.,Obecnie jest osobą kierowniczą I drużyny osób seniorskich.,Obecnie jest osobą kierowniczą I drużyny osób seniorskich.,1,0.0
469,1,"Premier kontynuuje rozpoczętą w ubiegłym tygodniu ofensywę dyplomatyczną, związaną ze stanowiskiem duńskim.","Osoba premierska kontynuuje rozpoczętą w ubiegłym tygodniu ofensywę dyplomatyczną, związaną ze stanowiskiem duńskim.","Osoba premierska kontynuuje rozpoczętą w ubiegłym tygodniu ofensywę dyplomatyczną, związaną ze stanowiskiem duńskim.",1,0.0
470,1,"Psycholog Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się domatorem.","Osoba psychologiczna Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się domatorem.","Osoba psychologiczna Jagna Ambroziak rozmawia z Pauliną (28 lat), której chłopak nagle stał się osobą domatorską.",1,0.07964601769911504
476,1,"Przed moskiewską wizytą radziliśmy Tuskowi, by poszedł na warszawski koncert zespołu Lube, złośliwie reklamowanego przez polskich krytyków jako ulubiona grupa rockowa Putina.","Przed moskiewską wizytą radziliśmy Tuskowi, by poszedł na warszawski koncert zespołu Lube, złośliwie reklamowanego przez polskie osoby krytyczne jako ulubiona grupa rockowa Putina.","Przed moskiewską wizytą radziliśmy Tuskowi, by poszedł na warszawski koncert zespołu Lube, złośliwie reklamowanego przez polskich krytyków jako ulubiona grupa rockowa Putina.",0,0.06111111111111111
478,1,"Zapomnieli, że to bośniaccy separatyści wzmocnieni i finansowani przez islamskich fundamentalistów pierwsi wystąpili zbrojnie, by rozbić Jugosławię.","Zapomnieli, że to bośniackie osoby separatystyczne wzmocnione i finansowane przez islamskie osoby fundamentalistyczne pierwsze wystąpiły zbrojnie, by rozbić Jugosławię.","Zapomnieli, że to bośniackie osoby separatyckie wzmocnione i finansowane przez islamskie osoby fundamentalistyczne pierwsi wystąpili zbrojnie, by rozbić Jugosławię.",1,0.05357142857142857
482,1,"Oprócz  wątka  sakralnego, który towarzyszyć będzie autorowi przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.","Oprócz  wątka  sakralnego, który towarzyszyć będzie osobie autorskiej przez całe życie, szczególnie bliskiego wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.","Oprócz wątka sakralnego, który towarzyszyć będzie osobie autorskiej przez całe życie, szczególnie bliskiej wielu tym, którzy, jak Paszkiewicz, w bardzo młodym wieku zetknęli się z tragedią obozów koncentracyjnych, upodleniem, rozpaczą, gwałtowną śmiercią lub jej przeciwieństwem - powolnym umieraniem z głodu i wycieńczenia, ujawnia się tu głęboko humanistyczny i humanitarny zarazem krzyk w obronie ""ginących w nicość i samotność"", próba uratowania ich od ostatecznego unicestwienia.",1,0.008213552361396304
483,1,"Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności adwokatów, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu.","Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności osób adwokackich, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu.","Właśnie dzisiaj obejrzałem ten film pierwszy raz na HBO, nie powala na kolana, ale interesuje podjętą problematyką, kwestią moralności osób adwokatskich, ogólnie mi się podobał, szczególnie końcówka, zaiste wg mnie w mało holywoodzkim stylu.",1,0.008298755186721992
484,1,"Pamiętam spotkanie z Johnem Steinbeckiem w listopadzie 1963, kiedy to wielki pisarz z autentycznym zachwytem opowiadał o Mazurach, o polowaniu, o poznaniu Igora Newerlego, o ognisku, o polskiej wódce i bigosie.","Pamiętam spotkanie z Johnem Steinbeckiem w listopadzie 1963, kiedy to wielka osoba pisarska z autentycznym zachwytem opowiadała o Mazurach, o polowaniu, o poznaniu Igora Newerlego, o ognisku, o polskiej wódce i bigosie.","Pamiętam spotkanie z Johnem Steinbeckiem w listopadzie 1963, kiedy to wielka osoba pisarska z autentycznym zachwytem opowiadała o Mazurach, o polowaniu, o poznaniu Igora Newerlego, o ognisku, o polskiej wódce i bigosie.",1,0.0
486,1,"Psychiatra uznał, że z pacjentem wszystko w porządku, ale oczywiście całe miasteczko już szeptało, że to ""psychiczny"".","Osoba zajmująca się psychiatrią uznała, że z pacjentem wszystko w porządku, ale oczywiście całe miasteczko już szeptało, że to ""psychiczny"".","Osoba psychiaterska uznała, że z osobą pacjencką wszystko w porządku, ale oczywiście całe miasteczko już szeptało, że to ""psychiczny"".",1,0.19285714285714287
488,1,Pana grającym asystentem jest 38-letni Igor Gołaszewski.,Pana grającą osobą asystencką jest 38-letni Igor Gołaszewski.,Pana grającym osobą asystencją jest 38-letnia osoba Igor Gołaszewski.,1,0.14492753623188406
489,1,T. S. Eliot najpiękniej spośród dawnych mistrzów słowa opowiadał o kotach.,T. S. Eliot najpiękniej spośród dawnych osób mistrzowskich słowa opowiadał o kotach.,T. S. Eliot najpiękniej spośród dawnych osób mistrzowskich słowa opowiadał o kotach.,1,0.0
490,1,"Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod  psychomanipulacji , jakimi swoich ajentów terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka.","Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod  psychomanipulacji , jakimi swoje osoby ajenckie terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka.","Przykładanie pistoletu do głowy i inscenizowanie zarzynania świni to jedne z metod psychomanipulacji , jakimi swoich osób ajentowych terroryzowała Żabka Polska SA - wynika z ekspertyzy dla Helsińskiej Fundacji Praw Człowieka.",1,0.05333333333333334
496,1,"2. Komendant Główny Policji jest przełożonym wszystkich funkcjonariuszy Policji, zwanych dalej “policjantami”.","2. osoba Komendancka Główna Policji jest osobą przełożoną wszystkich osób funkcjonarskich Policji, zwanych dalej “osobami policjanckimi”.","2. Osoba komendancka Główna Policji jest osobą przełożoną wszystkich osób funkcjonariuszy Policji, zwanych dalej “osobami policjanckimi”.",1,0.051094890510948905
497,1,"Tego samego dnia na przechodzący przez Niedźwicę oddział żołnierzy polskich rzucono granat, który dwu żołnierzy zabił.","Tego samego dnia na przechodzący przez Niedźwicę oddział osób żołnierskich polskich rzucono granat, który dwie osoby żołnierskie zabił.","Tego samego dnia na przechodzący przez Niedźwicę oddział osób żołnierskich polskich rzucono granat, który dwie osoby żołnierskie zabiły.",1,0.007352941176470588
498,1,6. Harcerz miłuje przyrodę i stara się ją poznać.,6. Osoba harcerska miłuje przyrodę i stara się ją poznać.,6. Osoba harcerska miłuje przyrodę i stara się ją poznać.,1,0.0
499,1,"Prokuratura na Pradze-Północ wszczyna śledztwo, 15 kwietnia przesłuchuje Białorusina i jego pasażerkę.","Prokuratura na Pradze-Północ wszczyna śledztwo, 15 kwietnia przesłuchuje Białorusina i jego osobę pasażerską.","Prokuratura na Pradze-Północ wszczyna śledztwo, 15 kwietnia przesłuchuje Białorusina i jego osobę pasażerską.",1,0.0
